default,student,balance,income
False,False,978.978200410458,57839.05373437361
False,False,371.010127817542,15702.7070830359
True,True,1572.8564808236401,14930.1783306833
False,False,0.0,40150.217981059
True,False,1964.47687225275,39054.589144313795
False,False,548.037783442488,33605.649468657204
False,False,1257.05522168594,34045.0088247242
False,False,1189.91805697419,38016.893902857795
False,False,687.6837590148731,39373.5797462415
False,False,845.6989658385339,39899.5126808393
False,True,957.6848337701401,19676.3456491723
False,False,233.51684626705102,43326.105379399
False,True,1126.94874392123,14298.264568672901
False,True,488.855176548209,15159.4948475337
False,False,767.903559780495,44323.57966380059
False,False,561.925799124395,31388.5056454162
False,True,1092.27001277246,17454.601839530802
False,False,71.7886830035824,31965.744714583598
False,True,1839.14368196222,13625.397930366498
False,True,876.0007779067461,22474.5740898236
False,False,554.107811535592,30357.0259771625
False,False,891.3178980502761,43945.0416541409
False,False,464.836333095802,27324.8996870729
False,True,563.5426611001619,24082.0393441031
True,False,1530.3531571461199,30003.8171511158
False,False,990.567026186295,41690.2526225589
False,False,590.399786498762,42769.2038801219
False,True,715.164109574279,21153.511008171597
False,False,1540.37772667771,41852.0784358238
False,False,1243.32651840828,41639.6803816334
False,True,235.328499908876,20909.7047538096
False,False,528.254323170427,49394.340774526
False,False,592.2538956228799,30731.201603129
False,False,705.204971986239,42683.187243286004
False,False,456.515643990607,48195.7758370754
False,True,470.71757465280604,18052.1049990983
False,True,1503.0751298552402,10600.4135403235
False,False,1362.96559540383,44217.9160352291
False,False,908.7715736879401,45032.84598511519
False,True,1096.82027214515,16148.060006606398
False,False,369.221942475653,47835.0910453142
False,False,673.3998990463481,50256.2902118721
False,False,1038.50000752153,51173.1413763774
False,False,0.0,28762.9237797484
False,False,527.194086573308,32431.1182596039
False,False,817.469336816105,32974.4273524307
False,True,1549.04275451742,19702.293205826
False,True,566.713789351631,11853.9531668182
False,False,1496.0564648759,24935.9187420962
False,False,862.65665641665,42844.8340023417
False,False,1259.1494178925698,31263.641081672
False,False,1025.0388330316198,43510.0496378576
False,True,703.277787102737,14793.742676689299
False,True,1082.39149734589,15175.361214921599
False,False,910.449023533628,44054.9164232696
False,True,996.543862160796,16995.6604049481
False,False,353.778226008973,58514.3180764772
False,True,782.71082750063,13300.297468343799
False,False,1716.5954182442401,51056.8682867977
False,True,502.898638357521,15153.965762645
False,False,1033.46846850523,59203.9676630271
False,False,0.0,34925.3654101008
False,True,1087.08349936833,19263.7695817024
False,False,1047.24424881394,43899.759245119305
False,False,1056.92735252411,38367.8679465264
False,True,979.2244246328619,26010.887803166603
False,True,847.818706253068,15978.633625651
False,False,781.77128476306,50958.7905135708
False,True,402.488886825952,15904.055920808702
False,False,204.74018171457803,17534.2905392742
False,True,2022.67464324227,18336.74316845
False,False,748.9370637840241,44186.6177602638
False,False,838.275687752419,35917.4906102388
False,False,386.016049290846,44694.030957029296
False,False,812.399296525647,49623.1009820914
False,True,1809.9265643935898,6985.135945395389
False,False,0.0,30360.548943819398
False,True,1328.18380411907,24688.4737209337
False,True,1464.9360488269901,26716.6863746825
False,False,1200.56513764739,39718.6926569602
False,False,989.686419964428,27856.5770606696
False,False,870.7345799257749,35539.2702158304
False,True,1200.8473900159402,19849.8314129485
False,True,1428.8320473614099,23204.6814610386
False,False,0.0,33951.2887259244
False,True,359.458866537597,21783.2694913357
False,False,265.68394978665503,40862.7540056257
False,False,1027.7705316920099,44406.83691434
False,False,729.0474334976179,35042.1329969977
False,False,1042.80491991389,25867.1477168844
False,False,230.23058789876703,37875.614823143
False,False,367.466012183201,30611.272270689704
False,True,737.70535394131,20863.7996686999
False,False,18.2612853635445,30349.460422935
False,False,1257.76020889191,30834.7713682736
False,False,455.521513206304,40907.3983537652
False,False,56.96756035047051,35458.4815614207
False,True,723.931985299722,12213.037136841202
False,False,612.383157677443,41379.7678082606
False,True,1220.1776056907001,15308.1270712607
False,False,1222.34769171407,32363.3710505847
False,False,1165.4911381469599,47684.219449748896
True,False,1642.81999663826,46856.947039092
False,False,944.173560017781,56088.6837995041
False,False,749.6080039006731,41423.9411731786
False,False,370.375186777666,31231.007837151403
True,False,1991.6491201129897,42133.3731759574
False,False,773.915226576855,44562.3381169342
False,True,817.2498112623939,20480.88705606
False,False,1060.71621967666,50260.4643659169
True,False,1550.44926441315,56273.5136083638
False,True,454.466962212937,15092.439307714
False,True,1256.23932541513,17784.5589437522
False,False,1484.3953929752402,36731.3086949029
False,True,1050.47732793251,12661.611630991201
False,False,986.40061892638,45430.4722089423
False,False,717.3419269516879,44266.3765401792
False,False,692.1432226815821,47038.0903196941
True,False,1328.89272521776,34710.0623657107
False,False,673.468191056081,32930.0693612804
False,False,218.639297043088,48991.3953793342
False,False,1218.1669658237402,43954.277485697596
False,True,13.5168025503509,19322.5450270524
False,True,531.478699850065,21726.558972624
False,False,165.53815169523,33436.4557377411
False,True,1351.8497223330198,25890.5039884998
False,False,107.282083049617,54143.96274981651
False,False,947.193571380436,35604.117192781
False,True,434.560259226125,14812.6452403767
False,False,1020.06724048864,37458.879249248195
False,False,662.305318022324,31597.8976165624
False,True,754.420612920964,20767.6830202616
False,False,289.489575693364,44412.895103307404
False,False,198.03840922970002,36270.9381202214
False,True,516.060491676575,16615.0219627607
False,False,697.5638089897909,41755.3981466578
False,True,502.324783467779,16947.422934655202
False,True,1459.6870830451599,15575.419233378001
False,False,716.998722689295,34418.2602228491
False,True,1037.97270501782,18324.0300568905
False,False,673.016117196098,29735.9615970911
False,False,371.92178470125197,41099.7724418194
False,False,89.13495795722281,55604.6075315396
False,False,1273.28018105912,40895.2827703241
False,False,600.723302967373,18680.516769028
False,False,905.03816463679,40711.7988982471
False,False,1061.44156214448,54437.010317302695
False,False,1672.6392483047698,46334.7877633441
False,True,883.702645600325,19750.0940028726
False,False,373.780330004006,53936.24177699441
False,False,1287.79518693788,52382.6647043692
False,False,1229.74257147896,48739.9273906526
False,True,510.613846954321,22457.0517475138
False,False,775.630168716812,27205.8573938823
False,False,1152.98288688657,50206.5769341591
False,True,1303.6625897016802,7986.00033583452
False,False,1675.27885173207,28244.503475086804
False,False,398.27773304463204,30001.795060290602
False,True,739.901759396798,25023.873856412203
False,False,226.41769651402302,32018.713630514903
False,False,1217.32171213419,25173.619608049103
False,False,639.820558249208,29902.0019867792
False,True,883.1669768803259,12717.492231299198
False,False,2.2876109529974,38186.524272791496
False,False,419.637347665868,55967.993167265304
False,True,1544.1402498683099,11102.534743730901
False,False,1101.01501795199,32153.013592670097
True,False,1700.5999134865801,30488.983410456498
False,False,311.82458686811003,48301.0596601046
False,False,442.830222252675,55074.1308290002
False,False,728.8149600612101,17909.5810715927
False,False,278.877902520137,37188.6683650846
False,False,758.702327534491,36625.9895523394
False,False,620.339679439371,22803.7410338396
False,True,1890.16741147529,18402.4648845956
False,False,0.0,28951.451895157203
False,True,1329.1988422159402,23184.0155485336
False,False,1075.86377237476,44128.6282564037
False,False,618.527509222818,54956.9905446621
False,False,1111.0865758202,27466.8936820066
False,False,864.039743518541,45881.930205630706
False,False,895.229809614619,48512.4556411758
False,True,954.0304336886079,21908.527156243603
False,False,947.634932740896,46813.516308095706
False,False,267.303727744013,23117.9286733782
False,True,1366.8057832287,23913.2088013083
False,False,624.731883509283,38325.1737553638
False,False,13.679382669679999,25221.6376687793
False,False,785.866485650099,44778.0157756766
False,True,1353.09384569505,18933.4961949702
False,False,480.32126391483,25553.262851518797
False,False,0.0,29507.313246921804
False,True,1221.97124290594,17916.8560894888
False,True,1184.93652302344,25108.756711813
False,True,478.572055604816,27512.3448997584
False,False,221.69046189335498,34786.1013515581
False,False,578.387621687668,41054.138661927704
False,True,1361.45843240672,19576.957131991898
False,True,977.848095602787,19731.9609897188
False,False,1184.4252448815303,36887.439966855
True,True,1118.70103943078,21848.4429000063
True,False,1119.09724476071,37224.5678135129
False,False,776.3499793073661,31329.4848506225
False,False,1322.2970910843599,51792.4023687088
False,False,878.0264575919459,27438.585115052003
False,False,1268.37951467727,16921.1808790391
False,False,0.0,32611.3730692625
False,False,0.0,37262.5740938171
False,True,366.78695731406305,25833.0630989749
False,False,747.5610363778751,39898.7690858912
False,False,1787.2851437260001,37499.0935479677
False,True,1929.44698025845,14995.4921684901
False,False,987.14289095702,27961.3196085338
False,True,856.357368420521,20758.2146891725
False,False,1101.14970709405,18153.8443165945
False,False,704.184519980701,31515.9816788054
False,False,555.623436676052,40837.7316360849
False,False,1073.49826059844,44764.1105476201
False,False,1126.2230230127,32842.6523719603
False,True,649.773318564214,15708.296381202701
False,False,977.657620997298,43743.4967298485
False,False,1049.8899642061301,42637.5110638279
False,True,1383.5663330639002,15764.345875927
False,True,1095.46573957961,14065.167568003799
False,False,1089.3717909992,30224.596130462203
False,False,605.2209683061441,21792.321519971698
False,False,1033.88539901665,49262.0453292257
False,False,1604.72055375478,38186.9850695393
False,False,826.327025939312,24679.715044052
False,True,1176.14682328504,16670.6807862768
False,True,1275.02319938737,19937.0980337404
False,True,1290.28314005644,23538.9441422913
False,False,1133.4741993193302,51414.495955875194
False,False,837.412566855277,37400.4928845624
False,True,379.082166688415,18280.3670338005
False,True,1134.1662784980301,12453.3635924034
False,False,0.0,39120.0847898987
False,False,1491.17480280474,59394.3830781267
False,True,1695.35958565634,9582.94189712212
False,False,705.5733276387201,54589.23986840941
False,False,239.193366265676,33743.226552488595
False,True,1183.71064142778,12428.6145139245
False,False,898.761838912064,38267.08157841
False,True,1524.2904004493398,11719.593479098501
False,False,777.0237374180381,35115.0185512798
False,False,1394.79581919528,26074.934364367204
False,True,0.0,20476.1557245306
False,False,62.5715751601826,47946.7670938155
True,False,1981.45181538436,28127.895473312597
False,False,514.054034777825,50053.261925800995
False,False,722.788038958828,53714.186065152004
False,False,152.866304156592,33716.8640608
False,False,293.184772853638,35390.2875967122
False,False,0.0,38613.6204965308
False,True,645.3668572291299,17878.3643114477
False,True,1515.1528330504502,26046.772083109703
False,True,767.439505481761,18846.489221233798
False,True,491.879747053414,21715.226298098998
False,False,0.0,41389.4352722328
False,False,0.0,34589.4880601879
False,False,509.15516410599406,40132.6592071942
False,True,965.587370085486,16440.0996975194
False,True,1868.5400723074697,20489.5981077627
False,False,403.49720580419,41803.7781625719
False,False,593.14362506876,37670.9350241925
False,False,0.0,44547.8655465918
False,False,742.290015884451,39367.1933081303
False,True,1110.10045653192,13013.610567213602
False,False,771.5512952978199,49440.401294468604
False,False,624.3388914975831,42492.7530686958
False,True,499.957229779348,22884.9525653222
False,False,1088.63752037344,60650.0361323175
False,False,1556.49192796768,49669.6688731682
False,True,797.0843357314079,23558.683082366202
False,False,415.99250259786004,38215.6780429902
False,True,538.232681166002,26833.039629782797
False,True,1181.9347023996302,21086.0820079429
False,True,836.0206886270739,9271.78992423106
False,False,104.44321507779199,46928.0054911712
False,False,564.2094785779441,53196.6230194221
False,True,804.53940215468,25091.460766250602
False,False,1028.9536402332699,21218.3035199452
False,False,748.7465836676599,8983.85690177194
False,False,66.6320807349912,28735.9741149412
False,False,452.80222889825797,48034.2377125974
False,True,798.4605101136669,27724.0657528508
False,True,1941.90292814168,23467.126966093998
False,False,1446.1010119151501,22996.4323020653
False,False,761.0640982905189,61580.034125346
False,False,1350.17272835748,43147.4555837922
False,False,380.950200559961,36943.361994060695
False,True,1602.84960709395,15906.466797439
False,False,147.61011548848,37588.5626099252
False,False,0.0,36283.0801271054
False,True,733.072512376336,18818.1673820965
False,True,1082.74797626804,26096.3370339348
False,False,779.6573003104761,40804.4757033746
False,False,994.158712170624,65254.0757961504
False,False,769.181374128886,50070.7815461683
False,True,684.0985190962281,4985.1691133645
False,False,442.56330169432,27898.4653945517
True,False,1717.07159258608,38408.8909167269
False,False,0.0,36302.528437156
False,False,1092.3458648539802,44717.0125770421
False,False,497.33495411575996,35146.798773369504
False,True,1149.68065499451,16907.7007441301
True,False,1465.21016364328,58699.983197519694
False,False,565.3176041570559,41789.6110016585
False,True,922.137890502439,12224.185170198301
False,True,175.59938060483998,11510.0578678315
False,False,1024.94681888114,49675.560419035195
False,False,596.885432303659,54091.624759736
False,False,750.410484208866,53084.907480663096
False,True,790.87002743284,14183.9700258003
False,False,112.32787249754101,42386.0485550432
False,True,738.394487315734,16093.2845506875
False,False,1157.8555606887198,54419.8085690598
False,False,1213.2431492552198,45149.516318112
False,False,1339.6262041855,41656.002892982404
False,False,588.312430203572,56520.9625106958
False,False,721.808132499821,56375.7219879443
False,False,680.8207189734279,43843.4741174494
False,True,815.4065708734869,12071.7624998357
False,False,1042.50711204107,37170.1090492838
False,True,663.249868122172,20454.616549328603
False,True,1478.61854506445,18026.4710989649
False,False,337.756753994278,33655.5724347316
False,True,1273.55071961651,23126.636199114102
False,False,114.179725877987,49562.989265344004
False,False,0.0,52295.6009297642
False,True,1516.31768923235,26377.5934939198
False,True,898.1146731086129,24164.751100740898
False,False,790.590582117334,48219.5944665748
False,False,0.0,29072.7214938039
False,False,1273.24483033059,49136.474195868395
False,False,1279.2004483305,36063.114108959
False,True,732.7193808889721,14568.7474096201
True,False,1763.5790878946102,46227.074542135706
False,True,1280.41844842492,16310.9055269133
False,False,1529.93799536515,36912.8973015701
False,True,345.46763647638903,18251.4945592886
False,False,197.989403751685,33723.9857591643
True,True,1770.96944052649,15975.5371965119
False,True,639.3719435410691,17037.0547998481
False,False,238.81464385707199,23526.7109062151
False,False,390.555843076737,45338.357214774005
False,True,830.1715111069819,19476.587579080402
False,True,1378.8760756438098,21613.578470166
False,False,242.40344931582501,37364.4230927587
False,False,1236.54749355223,36211.4903618167
False,False,1063.7749366931098,34914.275254552296
False,False,126.923178973913,33819.1433220656
False,False,758.465501261611,38018.1456896637
False,False,908.931458644613,68758.8783988945
False,False,558.518342410987,46297.4254108936
False,False,1819.2423333921104,36969.5525152008
False,True,1110.6817440054901,19327.5750379268
False,False,723.2433746699941,43459.011854297794
False,False,972.031864031495,18510.946033198
False,False,696.0144306496429,40741.4202403335
False,True,1178.24890887526,29362.604609009
False,True,329.558510877062,19371.8120916883
False,True,792.529238472827,14546.30176771
False,False,1246.03775769599,33691.7213091022
False,False,591.760776481539,41670.257382541
False,False,244.08113880079102,24854.249823643502
False,False,1038.54836006039,49944.8651506496
False,False,679.0745867961531,49488.5639815129
False,False,1061.4158360019999,40585.2216446978
False,True,1268.24069091931,11914.578268428799
False,True,955.5336858197951,14736.7208791128
False,False,1115.82062964092,27882.809264398198
False,True,601.163260610188,22029.193517155498
False,False,1097.60003894511,52286.4318229537
False,False,1042.78307264667,45982.9663185287
False,True,1321.44305286527,8624.110688742809
False,False,1052.39326016205,37637.6593074495
False,False,687.9517010624339,27604.0792714302
False,True,566.460512626349,24828.2659835652
False,False,769.414224037938,35071.1665353159
False,False,955.1353421032001,26372.985815295
False,False,643.409526464766,28660.140168502203
False,False,0.0,42745.3020131405
False,False,437.636062596235,45384.0474502375
False,False,1278.86564161404,34673.1709932026
False,False,1639.3905719662698,30624.775928491803
False,False,891.6437372657739,36470.8283401861
False,True,316.459048313239,18813.9402088352
False,False,622.929507387178,48874.555768046106
False,False,107.277526758955,42287.302862052406
False,True,990.5432157739549,12398.4906038395
False,False,0.0,45659.99570261849
False,False,0.0,33119.9553306198
False,False,591.21848728877,35287.8245843759
False,True,928.060078265644,21121.844832818602
False,False,304.599223898782,40785.9891775391
False,False,235.939497686815,31336.5101185978
False,True,1108.05351768099,10853.2309395984
False,False,687.306396976996,24563.7576757258
False,False,60.18603612633161,39864.863550390095
False,False,0.0,34648.9725974223
False,False,272.893257145115,58730.5728615017
True,False,1531.71645931978,43930.4000955678
False,False,949.608648513314,47702.5737457984
False,False,561.916178455117,35080.579243822096
False,False,468.13252219699405,25231.346234495697
False,True,993.1081699918469,12215.9468218066
False,False,0.0,31314.6950884232
False,True,759.478369178202,12710.7209232412
False,False,1340.7872092965301,36440.228321622795
False,True,1521.46339550225,15210.474069456799
False,False,133.743344349705,30457.0163661004
True,False,780.172569171513,51656.8740637741
False,False,839.9154583495889,22884.793017068998
False,False,913.505872937903,36670.854223035094
False,False,924.881441457044,35712.6379057533
False,False,1197.83150461167,54652.3092984374
False,False,49.209665896013206,30451.152858766
False,False,970.716096585793,48387.648617342005
False,False,783.0574005402581,54082.424084522194
False,True,465.062888613854,20379.0620895269
False,False,0.0,39337.7499765406
False,True,732.264267594484,21986.045453650502
False,False,576.091261344071,37679.6985892523
False,True,588.991056252216,16309.8754485617
False,False,863.1407178311639,43779.4778545985
False,False,857.575733973881,49675.3703182707
False,False,361.50173106112504,33674.8902393376
False,False,891.1554270666729,36023.0850073461
False,False,918.1222059654469,44738.5560304555
False,False,1335.02801828106,21150.8559447406
False,False,421.40084342513,39873.521744534104
False,True,743.636144477128,18883.9715059268
False,False,773.740372463441,41872.4947626065
False,False,731.3934721696,45251.881920967804
False,False,964.1889226850051,36330.3945986058
False,True,350.015184264179,17657.1726575117
False,False,1206.6613620544902,37125.5913512782
False,False,1051.94757326739,52888.185096332694
False,False,454.76037067783204,45572.17248448599
False,False,932.665307535504,42758.6007035183
False,False,535.745846468796,36259.4637552901
False,False,241.80525216874,41186.1828072136
False,False,1026.5067098023899,42042.1679417363
False,True,187.679885571478,18278.833967134
False,False,197.53832147914298,58646.927804709805
False,False,585.7080882593609,43288.4003826895
False,True,1947.0224011617602,12147.046409164499
False,False,829.5475974922681,39717.5376088077
False,False,196.9384595398,35488.448883587596
False,False,591.8636190185559,31438.7760126708
False,False,0.0,39742.105457955295
False,True,1008.2916186761901,11939.2952561454
False,True,1052.2274777406199,17410.751592587
False,False,331.680526736089,49756.171011055594
False,False,913.107203974466,29414.6521751635
False,True,561.391612168585,21747.2631759341
False,False,246.955462978737,47692.894249517594
False,False,578.978610085742,46304.717476204
False,False,557.80877712832,62352.846074564295
False,True,788.251751590529,10418.1828574391
False,False,1060.80742927022,39174.0563607054
False,True,1247.9070287109,19816.720143272
False,False,1184.36072325231,34259.9901986231
False,False,1024.57823828863,33071.5499188853
False,False,1080.29165556776,43367.899566873595
False,False,540.279044842846,26267.156349509503
False,False,1448.83546537495,33835.7362563617
False,True,561.1940352840099,27421.1112560912
False,False,1191.4803065890899,30040.5721479464
False,False,565.138987531877,38202.5839366836
False,False,482.98219522044997,35845.192831506
False,False,950.350093348717,37486.2495546276
False,True,350.702913455224,21235.360416199
True,True,1551.0234688605499,19027.5086325602
False,False,981.596275086756,37747.9133548876
False,False,1442.12980525117,10921.6150280099
False,False,1060.3358600878698,56607.2539731991
False,False,1154.89079229674,61794.346333365706
False,True,544.139769261479,20056.828543898002
False,False,1137.1754542272502,27588.9333054472
